End_year,Name,Release_season,Release_year,Tags
,Inazma Delivery: Bytheway Dance,,2018,"Animal Protagonists, Anthropomorphic, Dancing, Non-Human Protagonists"
2014,The Nameko Families,,2013,"Comedy, Slice of Life, Anthropomorphic, Food Protagonists, Non-Human Protagonists, Short Episodes, Based on a Mobile Game"
,Yamishibai: Japanese Ghost Stories 9th Season - The Old Well,,2021,"Horror, Supernatural, Urban Legend, Original Work"
,Spookiz Halloween Special,,2015,"Dancing, Demons, Family Friendly, Korean Animation, Monsters, Monster School, No Dialogue, Shorts, Supernatural, Vampires, Zombies, CG Animation"
,Emerald no Wa,,2020,"Drama, Sports, Badminton, No Dialogue, Shorts, Original Work"
,Aquarian Age: The Movie,,2003,"Action, Fantasy, Mystery, Based on a Card Game"
,Yume Tsukai,Spring,2006,"Fantasy, Seinen, Episodic, Magic, Based on a Manga"
,Kemono Friends: Basuteki,,2017,"Adventure, Animal Protagonists, Anthropomorphic, Iyashikei, Non-Human Protagonists, Zoo, Based on a Mobile Game, CG Animation"
,Ketakuma ga Crane Game ni Toujou!,,2018,Short Episodes
,Poor Vacation: Young Folks,,2016,CG Animation
,A long day of Mr. Calpaccio,,2005,"Black and White, Shorts"
,Jinsei,Summer,2014,"Comedy, School Club, Based on a Light Novel"
,Gravion,Fall ,2002,"Action, Comedy, Mecha, Sci Fi, Original Work"
,Power Stone,Spring,1999,"Action, Adventure, Based on a Video Game"
,The Surface of the Earth,,2012,"Abstract, No Dialogue, Shorts"
,Tick Tack,,2011,"Drama, Shorts, Stop Motion Animation"
,Triangle Heart ~Sweet Songs Forever~,,2003,"Action, Drama, Swordplay, Based on an Eroge, Based on a Visual Novel, Violence"
,Beyblade: Shogun Steel,Spring,2012,"Action, Adventure, Sci Fi, Shounen, Family Friendly, Monsters, Proxy Battles, Short Episodes, Based on a Manga"
,Such a Good Place to Die,,2015,"No Dialogue, Shorts, Original Work"
,Original,,2014,Vocaloid
,Bernard 3,,2009,"Comedy, Sports, Animal Protagonists, Anthropomorphic, Bears, Family Friendly, Korean Animation, Non-Human Protagonists, Short Episodes, Slapstick"
,Sorcery in the Big City,Fall ,2017,"Action, Fantasy, Christmas, Contemporary Fantasy, Police, Urban Fantasy, CG Animation, Original Work"
,Gakufu no Rakugakichou,,2009,"Music, Shorts"
,Alice in Cyberland: Dive 1,,1996,"Action, Sci Fi, Hacking, Monsters, Virtual Reality, Based on a Video Game"
2004,Lament of the Lamb,,2003,"Drama, Seinen, Curse, Melancholy, Siblings, Vampires, Based on a Manga"
,Nejishiki: Ikasama Juliet,,2018,Vocaloid
,Hide-and-seek,,2012,"Abstract, Shorts"
,Minami Kamakura High School Girls Cycling Club,Winter,2017,"Shounen, Sports, Cycling, School Club, School Life, Based on a Manga"
,Burn Up! Scramble,Winter,2004,"Action, Ecchi, Panty Shots, Police"
,Hanamaru Kindergarten: Panda Neko Taisou,,2010,"Comedy, Seinen, Dancing, Based on a Manga, CG Animation"
,Monarch,,2001,"Chinese Animation, Shorts, CG Animation, Nudity"
,Kumamiko: Girl Meets Bear,Spring,2016,"Comedy, Seinen, Slice of Life, Animal Protagonists, Bears, Countryside, Japanese Mythology, Non-Human Protagonists, Based on a Manga"
,Kissaten Soudou,,2009,"Comedy, Cafe, No Dialogue, CG Animation"
2011,Hen Zemi,,2010,"Comedy, Ecchi, Seinen, Crude, Fetish, School Life, Based on a Manga, Nudity,, Sexual Content"
,Wooser no Sono Higurashi 2,Winter,2014,"Comedy, Animal Protagonists, Non-Human Protagonists, Short Episodes, Based on a Manga, CG Animation"
2004,Shutsugeki! Machine Robo Rescue,Winter,2003,"Mecha, Transforming Mecha"
,Hengen Taima Yakou Karura Mau! Nara Onryou Emaki,,1989,"Action, Horror, Ghost Hunters, Supernatural, Explicit Violence,, Mature Themes"
,47 Todoufuken,,2011,"Animal Protagonists, Family Friendly, Non-Human Protagonists, Short Episodes, Flash Animation"
,Ya-Ne-Sen a Go Go,,2011,"Slice of Life, Dancing, Shorts"
,DRAMAtical Murder: Data_xx_Transitory,,2014,"BL, Yaoi, Cyberpunk, Virtual Reality, Based on an Eroge, Based on a Visual Novel, Mature Themes,, Physical Abuse,, Sexual Abuse,, Sexual Content"
,Yuuki Yuuna is a Hero: Baton of Courage,,2016,"Magical Girl, Henshin Heroes"
,Beatless,Winter,2018,"Action, Drama, Romance, Sci Fi, Androids, Interspecies Relationship, Non-Human Protagonists, Robots, Based on a Light Novel"
,Kangoku Jikken,,2018,"Drama, Horror, Mystery, Seinen, High Stakes Games, Kidnapping, Psychological, Revenge, Short Episodes, Based on a Manga, Mature Themes,, Physical Abuse"
,Apron Hero,,1995,"Cooking, Family Friendly, Minna no Uta"
,LITE: Hunger,,2014,Abstract
,Neru: Buta ni Natte Yeah Yeah,,2020,Vocaloid
,Ame no Chi Special,,1997,Minna no Uta
,Utopia,,2014,Crossover
,Tale of Genji,,1987,"Drama, Romance, Feudal Japan, Based on a Novel, Nudity,, Sexual Content"
,Memories Off #5 Togireta Film The Animation,,2006,"Drama, Romance, Based on a Visual Novel"
,Na mo Nai Hana no Youni,,2000,"Family Friendly, Minna no Uta"
,Ikemen Sengoku: Bromances Across Time,Summer,2017,"Comedy, Chibi, Feudal Japan, Historical, Short Episodes, Time Travel, Based on a Mobile Game, Based on an Otome Game, CG Animation"
,Master of Torque 3,Spring,2016,"Motorcycles, Promotional, Racing, Shorts, CG Animation"
,Ningyo,,1964,"Drama, Mermaids, No Dialogue, Shorts, Star-Crossed Lovers"
,Irodorimidori: Sayonara Freeway,,2019,"Idols, Music"
,Collection of Key Animation Films,,2014,"Mecha, Sci Fi, Japan Animator's Exhibition, Shorts"
,YOKOHA-MAMAN,,2009,"No Dialogue, Shorts"
,Zero Duel Masters,Spring,2007,"Comedy, Shounen, Card Battles, Family Friendly, Monsters, Based on a Manga"
2016,Lovely Muuuuuuuco!,Fall ,2015,"Comedy, Seinen, Slice of Life, Animal Protagonists, Countryside, Dogs, Iyashikei, Non-Human Protagonists, Pets, Short Episodes, Based on a Manga"
,SHE IS SUMMER: Swimming in the Live Opening Animation,,2017,"Dogs, Opening Animation, Promotional"
,Hachioji-P: Electric Love,,2010,"Vocaloid, CG Animation"
,Himawari!,Spring,2006,"Action, Comedy, Martial Arts, Ninja, Original Work"
,Washimo,Winter,2014,"Comedy, Short Episodes, Based on a Picture Book"
,Omoi: Itsuka Kono Hi ga Kieru nara,,2019,Vocaloid
,Koi Tsubomi,,2006,"Animal Protagonists, Bears, Family Friendly, Minna no Uta, Non-Human Protagonists"
2006,Duel Masters Charge,Spring,2004,"Shounen, Card Battles, Family Friendly, Based on a Manga"
,Controller of Controller,,2016,Shorts
,Shounen Hollywood: Holly Stage for 50,Winter,2015,"Slice of Life, Idols, Showbiz, Work Life, Based on a Novel"
,Peeping Life: The Perfect Evolution,,2011,Short Episodes
,Tenamonya Voyagers,,1999,"Action, Adventure, Comedy, Ecchi, Mecha, Sci Fi, Outer Space, Real Robot, Original Work"
,Sobakasu,,2015,
,Nulu-chan and Me,,2012,"Comedy, Fantasy, School Life, Shorts"
,The Silver Guardian,Spring,2017,"Action, Person in a Strange World, Virtual Reality, Based on a Manga"
,Kurokan,,2015,"Sports, Baseball, CG Animation"
,Tousan no Tsukutta Uta,,1982,Minna no Uta
,Kidou Shinsengumi Moeyo Ken TV,Summer,2005,"Action, Comedy, Feudal Japan, Samurai, Based on a Video Game"
,My Dear Marie,,1996,"Comedy, Ecchi, Romance, Seinen, Non-Human Protagonists, Robots, Based on a Manga"
,Lovely Idol Special,,2007,"Comedy, Idols, Music"
,Sougen no Ko Tenguri,,1977,"Adventure, Countryside, Historical, Promotional, Shorts"
,Persona 4 the Animation: Mr. Experiment Shorts,,2013,Comedy
,Ichiendama no Tabigarasu,,1990,"Family Friendly, Minna no Uta"
,Cinderella Nine,Spring,2019,"Sports, Baseball, School Club, Based on a Mobile Game"
,Rokudenashi Blues,,1992,"Action, Shounen, Delinquents, Hand to Hand Combat, Based on a Manga"
2005,Nanami-chan,Fall ,2004,"Animal Protagonists, Family Friendly, Non-Human Protagonists, Short Episodes"
,Demonbane OVA,,2004,"Action, Fantasy, Mecha, Based on an Eroge, Based on a Visual Novel"
,Hyper Positive Yogoremon,,2021,"Comedy, Based on a Song, Family Friendly, Short Episodes"
,100-nichikan Ikita Wani,,2021,"Animal Protagonists, Anthropomorphic, Non-Human Protagonists, Based on a 4-Koma Manga, Based on a Doujinshi, Based on a Manga"
,Code Geass: Lelouch of the Rebellion Picture Drama - Kiseki no Anniversary,,2017,Picture Drama
,Pinocchio-P: Yuusei Masshirake,,2016,Vocaloid
,Yuuto-kun ga Iku,Spring,2013,"Comedy, Sports, Family Friendly, Short Episodes, Soccer, Tournaments, Original Work"
2006,Gunparade Orchestra,Fall ,2005,"Mecha, Real Robot, Based on a Video Game"
,Future Diary: Ura Mirai Nikki,,2012,"Comedy, Supernatural"
,Megane Super x Taka no Tsume (2015),,2015,"Comedy, Commercials, Parody, Promotional, Short Episodes, Superheroes, Flash Animation"
,"Nanana's Buried Treasure PV",,2011,"Ghosts, Promotional, Shorts, Supernatural, Based on a Light Novel"
,Taboo-Tattoo,Summer,2016,"Action, Seinen, Martial Arts, Supernatural, Superpowers, Based on a Manga, Violence"
,Blessing of the Campanella,Summer,2010,"Adventure, Comedy, Ecchi, Fantasy, Harem, Magic, Based on an Eroge, Based on a Visual Novel"
,Oshiri Tantei: Mina to Machi no Tuk-tuk Chase,,2017,"Comedy, Mystery, Detectives, Family Friendly, Shorts, Based on a Picture Book"
,Miyamoto Musashi: Souken ni Haseru Yume,,2009,Samurai
,Ahiru no Ko,,1932,"Animal Protagonists, Birds, Black and White, No Dialogue, Non-Human Protagonists, Shorts, Based on a Fairy Tale, Bullying"
,Fate/Grand Order: Epic of Remnant Pseudo - Singularity III Event PV,,2017,"Action, Fantasy, Sci Fi, Promotional"
,Dear-Natura Gold CM: Oji-san to Sakana,,2020,"Comedy, Commercials, Promotional"
,Tetopettenson,,2002,Minna no Uta
2015,Maido! Urayasu Tekkin Kazoku,Summer,2014,"Comedy, Short Episodes, Based on a Manga"
,Kikyou,,2015,"Slice of Life, No Dialogue, Shorts, Original Work"
2003,Kirby: Right Back At Ya!,Fall ,2001,"Action, Adventure, Comedy, Fantasy, Aliens, Family Friendly, Monster-of-the-week, Non-Human Protagonists, Based on a Video Game"
,uranof,,2010,"Abstract, Black and White, No Dialogue, Shorts, Original Work"
,Ebiten OVA,,2013,"Comedy, Ecchi, Shounen, Parody, Based on a Manga"
,Mobile Suit Gundam ZZ: Gundam Frag.,,2009,"Mecha, Sci Fi"
,Heidi Movie,,1979,"Countryside, Europe, Family Life, Orphans, Recap, Switzerland, Based on a Novel"
,B-Legend! Battle B-Daman Fire Spirits!,Winter,2005,"Action, Adventure, Fantasy, Shounen, Family Friendly, Tournaments, Based on a Manga"
,009-1: R&B,,2007,"Action, Ecchi, Sci Fi, Seinen, Cyborgs, Espionage, Based on a Manga"
,Cosmos People: Jijii - Owari no Hajimari,,2014,
,Angel Sanctuary,,2000,"Shoujo, Angels, Reincarnation, Siblings, Star-Crossed Lovers, Based on a Manga, Explicit Violence,, Incest,, Mature Themes"
,Uchiko no Mama to Okaasan,,2011,Shorts
,Symphonic Variations,,1976,"Family Friendly, Minna no Uta"
,Yu Bang Xiang Zheng,,1983,"Animal Protagonists, Chinese Animation, Family Friendly, Historical, No Dialogue, Non-Human Protagonists"
,Getter Robo Arc,Summer,2021,"Drama, Mecha, Sci Fi, Shounen, Combining Mecha, Super Robot, Based on a Manga"
,Tachiguishi Retsuden,,2006,"Comedy, Black and White, Food and Beverage, Historical, Parody"
,Anata no Katagoshi Chotto Ue,,2008,"Comedy, Short Episodes, Supernatural, Original Work"
,Hatsune Miku: Chime,,2011,Vocaloid
,Akane-chan no Wasuremono,,2012,"Action, Supernatural"
,Collapse Zen,,2014,"Abstract, No Dialogue, Shorts"
,Saint October,Winter,2007,"Comedy, Magical Girl, Mystery, Detectives, Henshin Heroes, Magic, Original Work"
2011,Bakugan Battle Brawlers: Gundalian Invaders,Spring,2010,"Card Battles, Family Friendly, Proxy Battles"
,Penguin Musume Heart Special,Summer,2008,"Comedy, Ecchi, Shorts"
1974,Dororon Enma-kun,,1973,"Action, Comedy, Horror, Shounen, Demons, Episodic, Japanese Mythology, Monster-of-the-week, Supernatural, Based on a Manga"
2014,The Midnight Animals,,2013,"Animal Protagonists, Non-Human Protagonists, CG Animation, Original Work"
,Irodorimidori: Minna e wo Check!,,2020,Idols
,"Because I Don't Like My Big Brother at All!",Winter,2011,"Comedy, Ecchi, Harem, Seinen, Panty Shots, Siblings, Based on a Manga, Incest,, Mature Themes"
,Shakugan no Shana: Naze Nani Shana Specials,,2006,"Comedy, Chibi, Short Episodes"
,Shakugan no Shana: Naze Nani Shana,,2006,"Comedy, Chibi"
,Dead Girls,,2007,"Drama, Mecha, Mystery, Sci Fi, Original Work"
,Dragoon,,1997,"Adventure, Fantasy, Original Work, Nudity,, Violence"
,Starship Troopers,,1988,"Action, Drama, Mecha, Sci Fi, Aliens, Insects, Military, Power Suits, War, Based on a Novel, Violence"
,Ahiru no Pekkle no Minikui Ahiru no Ko,,2001,"Fantasy, Animal Protagonists, Anthropomorphic, Birds, Cats, Family Friendly, Non-Human Protagonists, Sanrio Characters"
2010,Duel Masters Cross,,2008,"Shounen, Card Battles, Family Friendly, Based on a Manga, CG Animation"
,Moetan,Summer,2007,"Ecchi, Panty Shots"
,Run!,,2003,"Comedy, Shorts"
2015,Himitsukessha Taka no Tsume EX,Spring,2014,"Comedy, Parody, Short Episodes, Superheroes, Flash Animation, Original Work"
,Genie Family (2020),Spring,2020,"Adventure, Comedy, Fantasy, Genies, Magic, Original Work"
,rerulili: Girls Talk,,2015,
,Seirei Gensouki: Spirit Chronicles Mini Anime,Spring,2021,"Chibi, Short Episodes, Based on a Light Novel"
,Kataribe Shoujo Honoka,Summer,2015,"Promotional, Shorts, Supernatural, Tourism"
2013,Bernard Specials,,2007,"Comedy, Animal Protagonists, Bears, Family Friendly, Korean Animation, Non-Human Protagonists, Short Episodes"
,Super Bernard,,2008,"Comedy, Animal Protagonists, Anthropomorphic, Bears, Family Friendly, Korean Animation, Non-Human Protagonists, Shorts, Superheroes, Original Work"
2014,Chou Zenmairobo: Patrasche,Fall ,2013,"Comedy, Mecha, Sci Fi, Parody, Short Episodes"
,Uneasiness and Triangle,,2011,"Abstract, No Dialogue, Shorts"
,Makura Izumi: Candle,,2013,"Romance, Adult Couples"
,Swimming,,2008,"Abstract, No Dialogue, Shorts"
,Obake de Ii kara Hayaku Kite,,2018,"Animal Protagonists, Melancholy, Minna no Uta, Non-Human Protagonists, Pets"
,Sword Gai: The Animation Part II,Summer,2018,"Action, Seinen, Monsters, Supernatural, Based on a Manga, Mature Themes,, Violence"
,Graduation,,1995,"Slice of Life, Based on a Visual Novel"
,Build Divide: #000000 - Code Black,Fall ,2021,"Action, Fantasy, Card Battles, Urban Fantasy"
,Yonhyakunijuu Renpai Girl PV,,2013,"Comedy, Romance, Promotional, Romantic Comedy, Based on a Light Novel"
,11eyes Special,,2010,"Comedy, Ecchi, Fantasy, Seinen, Superpowers, Based on an Eroge, Based on a Visual Novel, Nudity"
,Goldfish Fetish,,2002,Shorts
,HoneyWorks: Kimi ga Sora Koso Kanashikere,,2013,"Drama, Vocaloid, War"
2019,Love Love Campus,,2018,"BL, Romance, Shounen-ai, Korean Animation, School Life, Short Episodes, Original Work"
,Nissan Serena x One Piece 3D: Mugiwara Chase,,2011,"Fantasy, Shounen, Commercials, Pirates, Promotional, CG Animation"
,Kakusansei Million Arthur OP,,2012,"Fantasy, Opening Animation, Promotional, Based on a Mobile Game"
,Jurassic!,Summer,2019,"Fantasy, Dinosaurs, Shorts, Original Work"
1974,Cutey Honey,,1973,"Action, Ecchi, Magical Girl, Sci Fi, Androids, Henshin Heroes, Non-Human Protagonists, Panty Shots, Robots, Superheroes, Superpowers, Based on a Manga"
,Gotch: Humanoid Girl,,2014,
,Monster Strike 2nd Season,Spring,2017,"Action, Fantasy, Monsters, Based on a Mobile Game"
,The moon that fell into the sea,,2013,"Fantasy, Ocean, Shorts, Original Work"
,"Ghost Talker's Daydream",,2004,"Ecchi, BDSM, Fetish, Ghost Hunters, Supernatural, Based on a Manga, Mature Themes,, Suicide"
,Namie Amuro: Defend Love,,2009,"Mecha, Sci Fi"
,Machine Hayabusa,,1976,"Shounen, Sports, Cars, Racing, Original Work"
,Vampillia: lilac,,2015,"Abstract, Black and White"
,Omoi: Greenlights Serenade,,2018,Vocaloid
,Macross 25th Anniversary: All That VF Macross Zero Version,,2008,"Mecha, Aviation, Music, Promotional, Real Robot, Shorts, Transforming Mecha, CG Animation"
,Kappa no Kui Kuo Kua,,1975,"Family Friendly, Japanese Mythology, Minna no Uta, Youkai"
,Vampiyan Kids Pilot,,1999,"Comedy, Supernatural, Vampires, Original Work"
,Bucket no Naka no Kaka,,2009,"Fantasy, Monsters, Shorts"
,"The Titan's Bride",Summer,2020,"BL, Fantasy, Yaoi, Interspecies Relationship, Isekai, Lifestyle Change, Non-Human Protagonists, Person in a Strange World, Prophecy, Royalty, Short Episodes, Social Gap, Summoned Into Another World, Based on a Manga, Explicit Sex,, Mature Themes,, Physical Abuse,, Sexual Abuse"
,Kyoto Animation Koushiki Twitter: Itsumo Arigatou,,2016,"Black and White, Shorts"
,Trigger-chan,,2016,"Action, Promotional, Shorts"
,Pokemon: Pikachu and the Pokemon Music Squad,,2015,"Fantasy, Family Friendly, Monsters, Music, Based on a Video Game"
,A-Girl,,1993,"Romance, Shoujo, Music, No Dialogue, Based on a Manga"
,Nana-iro Megane,,2010,
,Seikima II Humane Society: Jinrui Ai ni Michita Shakai,,1992,"Action, Demons, Supernatural"
,Schneider TM: Frogtoise,,2002,"Japanese Mythology, Supernatural"
,MAFF x Chobitto Zukan,,2017,"Comedy, Promotional, Short Episodes"
,100 Sleeping Princes & the Kingdom of Dreams,Summer,2018,"Fantasy, Dream World, Person in a Strange World, Royalty, Summoned Into Another World, Based on a Mobile Game"
,Yu-Gi-Oh! Zexal II: Midokoro Tenkomori Special,,2012,"Shounen, Card Battles, Recap, Based on a Manga"
,Yoshiharu Abe: Sun Set Sun,,2013,
,Hitotsubu ni Kawaranu Ai wo Komete,,2013,"Childcare, Commercials, Family Life, Promotional"
,Araiya-san! Ore to Aitsu ga Onnayu de!?,Spring,2019,"Comedy, Romance, Borderline H, Short Episodes, Tsundere, Based on a Manga, Explicit Sex"
,Short Peace OP,,2013,"Fantasy, Opening Animation, Promotional"
,Tori,,1985,"Abstract, Shorts"
,Candy Caries,,2021,"No Dialogue, Promotional, Shorts, Stop Motion Animation"
,QQQ,,2012,"Abstract, No Dialogue, Shorts"
,Space Battleship Tiramisu Specials,,2018,"Action, Comedy, Mecha, Sci Fi, Gag, Outer Space, Parody, Real Robot, Transforming Mecha, Based on a Manga, Nudity"
,Komatsu Kazuya: Circuit DISCO,,2015,"Dancing, Idols, Vocaloid"
,Onee-chan ga Kita Special,,2014,"Comedy, Seinen, Slice of Life, Based on a Manga"
,SID: White Tree,,2014,Romance
,Sentimental Journey,Spring,1998,"Drama, Romance, Episodic, Based on a Video Game"
,Idol Fantasy,,2018,"Idols, Music, Promotional, Based on a Video Game"
,Nissin Cup Noodles x Weathering With You,,2019,"Commercials, Food and Beverage, Promotional"
1984,Kirin no Otenki Mama-san,,1964,"Commercials, Promotional, Short Episodes, Stop Motion Animation"
,Shiranpuri,,2012,"Drama, Anime Tamago, Psychological, School Life, Shorts, Bullying"
,Sword Gai: The Animation,Spring,2018,"Action, Seinen, Monsters, Supernatural, Based on a Manga, Violence"
,Joshiochi! 2-kai kara Onna no Ko ga... Kudattekita,Summer,2018,"Romance, Adult Couples, Boarding House, Borderline H, Mature Romance, Short Episodes, Based on a Manga, Explicit Sex,, Mature Themes"
,Nara Shika Monogatari,,2004,"Comedy, Animal Protagonists, Anthropomorphic, Boxing, Hand to Hand Combat, Non-Human Protagonists, Shorts"
2012,Yu-Gi-Oh! Zexal,Spring,2011,"Sci Fi, Shounen, Card Battles, High Stakes Games, Tournaments, Based on a Manga"
,Remake our Life! Recap,,2021,"Comedy, Romance, Adult Couples, College, Mature Romance, Recap, School Life, Time Travel, Video Game Industry, Based on a Light Novel"
,Gakuen Handsome,Fall ,2016,"BL, Comedy, Romance, Shounen-ai, All-Boys School, Gag, Parody, School Life, Short Episodes, Transfer Students, Based on a Visual Novel"
,Hana to Chou,,1954,Shorts
,Kono Aozora ni Yakusoku wo,Spring,2007,"Romance, Slice of Life, Island, Based on an Eroge, Based on a Visual Novel"
,HuGoo.n no Hug Hug Song,,2018,"Bears, Family Friendly, Promotional"
,Z-mind,,1999,"Action, Comedy, Mecha, Sci Fi, Slice of Life, Aliens, Parody, Super Robot, Original Work"
,Digimon Adventure 3D: Digimon Grand Prix!,,2000,"Action, Family Friendly, Monsters, Racing, Shorts, CG Animation"
,Yokomin: Resurrection Trip,,2015,Vocaloid
,Star Wars: The Force Awakens Flipbook,,2017,"Action, Adventure, Sci Fi, Black and White, No Dialogue, Promotional, Shorts, Based on a Movie"
2003,Shin Seiki Den Mars,Fall ,2002,"Action, Mecha, Sci Fi"
