anime_id,age_rating,age_rating_guide,average_rating,description,episode_count,episode_length,kind,poster_image,season,studio,tags,title,title_jp,total_length,year,year_end
3967,G,All Ages,68.59,"An introduction to etiquette through the hapless antics of Mr. Dotanba, who manages to put his foot in it in innumerable social situations.
(Source: ANN)",283,5,TV,https://media.kitsu.io/anime/poster_images/9252/original.jpg?1597691177,,Eiken,"Comedy, Slice of Life, Short Episodes",Dotanba no Manners,ドタンバのマナー,1415,1984,1987
3981,G,All Ages,68.59,"When a samurai witnesses a dancing maiden being kidnapped by ruffians, he rescues the poor damsel and takes her to the spring flower dance.
(Source: AniDB)",1,8,movie,https://media.kitsu.io/anime/poster_images/9283/original.jpg?1597690732,,,"Romance, Black and White, Feudal Japan, Historical, No Dialogue, Shorts",Genroku Koi Moyou: Sankichi to Osayo,元禄恋模様 三吉とおさよ,8,1934,
4008,G,All Ages,68.59, Second season of Kasumin,26,25,TV,https://media.kitsu.io/anime/poster_images/9368/original.jpg?1597690881,Fall ,OLM,"Comedy, Fantasy, Family Friendly, Original Work",Kasumin 2nd Season,カスミン (第2シリーズ),650,2002,2003
3968,G,All Ages,68.59,"In a small town of Tokyo there lives a middle-aged man, Suzuki, who spends commonplace days conducting a small business. He is ambitious to become such a celebrity as to appear on the cover page of a popular magazine. 
One day he happens to discover a mysterious entrance that leads to an alien space. Through it he reaches the world of goblins and attaches control devices to goblins there to make them act at his free command. Capitalizing on those zombies, he grows outrageous and notoriously sets his hand to evil things. Meanwhile two witty pupils, Hajime and his girl friend Mariko, come across a strange alien detective who presents them with Doteraman garments. Wearing those garments, they transform themselves into Doteraman and Doterapink with supernatural strength. Then they challenge the wicked ruler and successfully liberate the poor goblins. They continue to fight in the cause of justice creating excitement and entertainment full of pleasure.
(Source: AniDB)",20,25,TV,https://media.kitsu.io/anime/poster_images/9253/original.jpg?1412322328,,Tatsunoko Production,"Comedy, Sci Fi, Superheroes",Doteraman,ドテラマン,500,1986,1987
3969,G,All Ages,68.59,Based on a children's novel by Etsuko Kishikawa.,1,80,movie,https://media.kitsu.io/anime/poster_images/9255/original.jpg?1597690783,,Mushi Production,"Drama, Historical, Based on a Novel",Ecchan no Sensou,えっちゃんのせんそう,80,2002,
3970,R,17+ (violence & profanity),68.59,"Born in the Chinese state of Lu in 551 B.C., Confucius is raised by his mother after his father dies when he is only three. He marries at 19 and enters the service of the local nobility. At 32, he becomes tutor to the Prince of Lu's children, eventually becoming a politician at 51. His career peaks are the roles of Lu's justice minister and eventually prime minister. The land prospers for four years, but Confucius grows disenchanted with court intrigues. For the following 12 years, he wanders the neighboring states, offering advice to their rulers.
(Source: The Anime Encyclopedia)",1,90,OVA,https://media.kitsu.io/anime/poster_images/9258/original.jpg?1597690906,,,"Drama, Romance, Ancient China, Historical, Based on a Manga",Eiyuu Banka Koushi-den,英雄挽歌 孔子傳,90,1995,
3971,PG,Teens 13 or older,68.59,"Trying to prove he is the better soccer player, Kenji tackles and injures Yuta's leg during a trial for the school team. Impressed by the fact that Yuta still does what he can to contribute to the team; Kenji begins to realize the true meaning of sportsmanship.",1,30,OVA,https://media.kitsu.io/anime/poster_images/9260/original.jpg?1412322382,,Toei Animation,"Shounen, Sports, Soccer, Tournaments",The Winds of Victory,フィールドにそよぐ風,30,1997,
3972,G,All Ages,68.59,"A young boy uses his scientific skills to fight enemies.
(Source: AniDB)",26,24,TV,https://media.kitsu.io/anime/poster_images/9261/original.jpg?1597690708,,,Comedy,Fight Da!! Pyuta,ファイトだ!! ピュー太,624,1968,
3973,G,All Ages,68.59,Based on Ueda Toshiko's shoujo manga.,1,60,OVA,https://media.kitsu.io/anime/poster_images/9263/original.jpg?1597690804,,,"Drama, Shoujo, Historical, Based on a Manga",Fuichin-san,フイチンさん,60,2004,
3974,PG,Children,68.59,"Childish goings-on for Fukuo Fuchida (also known as Fuku-chan) a small boy who attends nursery school with his ""girlfriend"" Kumi and hangs out with his playmates Namiko (whose parents own a china shop), her younger brother, Kiyo, naughty twins Doshako and Garako and school bully Ganchan.
(Source: Anime Encyclopedia)",71,25,TV,https://media.kitsu.io/anime/poster_images/9264/original.jpg?1597691614,,Shin-Ei Animation,"Seinen, Slice of Life, Family Friendly, Based on a 4-Koma Manga, Based on a Manga",Fuku-chan,フクちゃん,1775,1982,1984
3975,G,All Ages,68.59,"Several short animated mini-stories based on the short stories and four-panel manga of Keiko Fukuyama, including My Father the Mouse, The Rabbit Brothers, Summer Secret, The Mysterious Fairy, How Very Strange, and Kuro. 
(Source: Anime Encyclopedia)",1,54,OVA,https://media.kitsu.io/anime/poster_images/9265/original.jpg?1597690811,,Urban Product,Family Friendly,Fukuyama Gekijou: Natsu no Himitsu,ふくやま劇場 なつのひみつ,54,1990,
3976,G,All Ages,68.59,Based on the yonkoma manga by Ueda Masashi.,1,75,movie,https://media.kitsu.io/anime/poster_images/9266/original.jpg?1412322421,,Oh production,"Comedy, Slice of Life, Based on a Manga",Furiten-kun,フリテンくん,75,1981,
3977,G,All Ages,68.59,"On the island of Jambe, Subarna, an introverted boy, is given a magic crown and, with the help of the crown, soon becomes the people's hero known kind heartedness. This enrages Rupia, the island's young prince, who has Subarna arrested.",1,30,movie,https://media.kitsu.io/anime/poster_images/9268/original.jpg?1412322434,,Toei Animation,"Slice of Life, Island, Royalty",The Two Princes,二人の王子さま,30,1996,
3978,PG,Children,68.59,A modern boy Tarou timeslips into the Edo period and experiences the severity of the caste system.,1,26,OVA,https://media.kitsu.io/anime/poster_images/9269/original.jpg?1412322439,,,Educational,Futari no Tarou,ふたりのタロウ,26,1990,
4058,PG,Children,68.59,"A family of tanuki dig for food in the snow. They find bamboo shoots and bring them home only to find them empty after peeling them. The bamboo shoots turn into spirits and curse the tanuki family, turning them into snow. 
(Source: AniDB)",1,7,movie,https://media.kitsu.io/anime/poster_images/9542/original.jpg?1412324198,,,"Animal Protagonists, Black and White, No Dialogue, Non-Human Protagonists, Shorts",Ponsuke no Haru,ポン助の春,7,1934,
3982,G,All Ages,68.59,"Short movie screened at the 2001 Kitakyushu Expo-Festival held in Kitakyushu City, Fukuoka Prefecture, Japan.",1,15,movie,https://media.kitsu.io/anime/poster_images/9284/original.jpg?1412322535,,Toei Animation,Shorts,Ginga Tetsudou 999: Niji no Michishirube,銀河鉄道９９９ 虹の道標,15,2001,
3983,G,All Ages,68.59,An educational film about children's animal cruelty in Japan.,1,12,OVA,https://media.kitsu.io/anime/poster_images/9288/original.jpg?1486236706,,,"Drama, Family Friendly","Gomen ne, Mii-chan","ごめんね, ミーちゃん",12,2005,
3984,R,17+ (violence & profanity),68.59,"A school comedy about a mute transfer student, Tadashi  Iketo, who is constant­ly shuffled from school to school for his  ""violent nature,"" though he really is a mild-mannered boy constantly taunt­ed into fights over his simian appearance. 
Based on a 1989 manga in  Young Magazine by Harold Sakuishi. 
(Source: The Anime Encyclopedia)",2,50,OVA,https://media.kitsu.io/anime/poster_images/9289/original.jpg?1412322565,,J.C.Staff,"Comedy, Seinen, School Life, Based on a Manga",Gorillaman,ゴリラーマン,100,1992,1993
3985,R,Mild Nudity,68.59,"A wacky comedy about a man from a noble ancestry of long ago, but who in modern times is just a lowly salary man that is constantly being humiliated by his family and co-workers.
(Source: AniDB)",25,25,TV,https://media.kitsu.io/anime/poster_images/9297/original.jpg?1597691975,,TMS Entertainment,"Comedy, Slice of Life, Family Life, Based on a Manga",Hana no Kakarichou,花の係長,625,1976,1977
3986,G,All Ages,68.59,Yuji and Koichi set off on a journey to find a rare bamboo flower for a school project. In the forest they encounter a legendary phoenix who asks for their help to save the forest.,1,25,OVA,https://media.kitsu.io/anime/poster_images/9298/original.jpg?1412322619,,Toei Animation,"Fantasy, Forest",The Flower and the Phoenix,花と少年,25,2004,
3987,G,All Ages,68.59,Kitty and friends recreate the story of The Snow Queen.,1,15,OVA,https://media.kitsu.io/anime/poster_images/9314/original.jpg?1412322725,,Sanrio,"Fantasy, Animal Protagonists, Anthropomorphic, Cats, Family Friendly, Non-Human Protagonists, Sanrio Characters",Hello Kitty and Dear Daniel in The Snow Queen,ハローキティの雪の女王,15,2001,
3988,G,All Ages,77.86,"An educational film about the Convention on the Rights of the Child in Japan. In the movie's example, a group of children are practicing taiko (drums) for a recital at the community center. Local adult residents force them to stop, saying that it's selfish for kids to disturb their peace. Their teacher tells them about the Convention on the Rights of the Child so they have the courage to stand up to the the adults to dispel the ideology of ""kids don't know anything. They need to shut up and do what we tell them.""  ",1,22,OVA,https://media.kitsu.io/anime/poster_images/9316/original.jpg?1412322737,,,"Drama, Educational, Family Friendly",Hibike! Wadaiko,ひびけ! 和だいこ,22,2004,
3989,G,All Ages,68.59,An educational film about fatherless families and the elderly living alone in Japan,1,42,OVA,https://media.kitsu.io/anime/poster_images/9317/original.jpg?1597691144,,Toei Animation,"Drama, Educational",Hidamari no Ie,陽だまりの家,42,2003,
3990,G,All Ages,68.59,"A naughty boy sneaks into a sleeping cat, cuts off its whiskers and sets in motion a surprising reaction from all who encounters it.
 This video is accompanied by a catchy tune and shown at NHK's Minna no Uta segment.",1,2,music,https://media.kitsu.io/anime/poster_images/9318/original.jpg?1412322748,,,"Comedy, Animal Protagonists, Cats, Minna no Uta, Non-Human Protagonists",Higenashi Gogejabaru,ひげなしゴゲジャバル,2,1974,
3991,PG,Teens 13 or older,68.59,"Based on a manga by Tanimura Hitoshi, serialized in Comic Burger.
Teenager Kanemori Kousuke is a secret agent for the international VN spy network. Using his computer hacking skills, he tracks international criminals. Later he goes after Neo-Nazis to the Arctic were they try to raise a U-boat with a sinister secret.
(Source: The Anime Encyclopedia)",2,28,OVA,https://media.kitsu.io/anime/poster_images/9319/original.jpg?1412322753,,J.C.Staff,"Action, Adventure, Comedy, Seinen, Espionage, Based on a Manga",High School Agent,"ハイスクールAGENT, (ハイスクールAGENT II  Uボートを追え!)",56,1988,
3992,PG,Teens 13 or older,68.59,"The impulsive Yakuza Jouji was ordered by his boss to teach at a misfit-filled school. He now has to settle the score with a fated rival while falling head over heels for a colleague in the process.
(Source: AniDB)",1,86,OVA,https://media.kitsu.io/anime/poster_images/9320/original.jpg?1412322760,,J.C.Staff,"Action, Seinen, Based on a Manga",High School Jingi,はいすくーる仁義,86,1992,
3993,G,All Ages,68.59,An educational film about family support for job loss and mental illness in Japan.,1,42,OVA,https://media.kitsu.io/anime/poster_images/9322/original.jpg?1597691616,,,"Drama, Educational, Family Friendly, Mental Illness",Himawari no You ni,ひまわりのように,42,2007,
3994,G,All Ages,68.59,"Based on a book of the same name.
An educational film about the food shortage during the Pacific War.",1,23,OVA,https://media.kitsu.io/anime/poster_images/9325/original.jpg?1597694657,,,"Drama, Historical, Based on a Novel",Hitotsu no Hana,一つの花,23,1991,
3995,G,All Ages,68.59,"A kindly teacher demonstrates origami to his elementary class, but when he gives a paper crane to a child, it is stolen from him by Takeshi, the class bully. Takeshi discovers that the crane is really a talking spaceship that takes him and his friends to visit a fairground in the stars. 
A girl falls through a hole into Space Hell, and the children cooperate to rescue her. Takeshi wakes up, wondering if it was all a dream. The next day, he returns the magic crane to its rightful owner. This tale is from Rainbow Across the Pacific's Daisuke Ikeda, the leader of the buddhist Soka Gakkai organization which is commonly considered a cult as it is a part of the shinshuukyou religious movement. 
(Source: Anime Encyclopedia)",1,18,OVA,https://media.kitsu.io/anime/poster_images/9327/original.jpg?1597691044,,,"Adventure, Sci Fi, Family Friendly",Hoshi no Yuuenchi,ほしのゆうえんち,18,1989,
